Production_ID,Production_Date,Shift,Product_ID,Product_Name,Product_Category,Machine_ID,Operator_ID,Planned_Qty,Produced_Qty,Good_Qty,Rejected_Qty,Production_Hours,Downtime_Hours,Raw_Material_Used_Kg,Wastage_Kg,Defect_Type,Production_Efficiency_%,Defect_Rate_%,Production_Status,Batch_Quality,Product_Quality_Level,Product_Quality_Score,Year,Month,Month_Name,Month_Year
P000130,2024-10-29,Morning,NP004,Storage Box,Storage,M002,E020,444,420,411,9,6.23,0.2,632.69,39.69,None,94.59,2.14,Completed,Medium,Low,22.264,2024,10,October,2024-10
P000131,2022-04-01,Morning,NP002,Plastic Mug,Household Utility,M005,E006,1350,1237,1228,9,6.62,0.36,304.99,32.56,Dimensional Defect,91.63,0.73,Completed,Medium,Medium,47.322,2022,4,April,2022-04
P000132,2026-08-30,Evening,NP004,Storage Box,Storage,M001,E024,793,723,658,65,5.6,1.01,1142.93,32.73,Crack,91.17,8.99,Review,Low,Low,22.264,2026,8,August,2026-08
P000133,2023-10-12,Night,NP002,Plastic Mug,Household Utility,M003,E015,541,507,500,7,6.26,1.58,126.68,12.08,Crack,93.72,1.38,Completed,Medium,Medium,47.322,2023,10,October,2023-10
P000134,2025-12-21,Evening,NP001,Plastic Bucket,Household Utility,M003,E027,481,446,425,21,7.54,0.27,470.42,25.78,None,92.72,4.71,Completed,Medium,High,52.232,2025,12,December,2025-12
P000135,2021-11-11,Morning,NP001,Plastic Bucket,Household Utility,M002,E003,345,338,328,10,7.35,1.36,427.51,2.49,Surface Defect,97.97,2.96,Completed,High,High,52.232,2021,11,November,2021-11
P000136,2024-08-11,Morning,NP001,Plastic Bucket,Household Utility,M004,E030,318,302,269,33,6.82,0.79,344.43,3.35,Deformed Product,94.97,10.93,Review,Low,High,52.232,2024,8,August,2024-08
P000137,2025-12-28,Morning,NP006,Kitchen Container,Kitchen Product,M006,E015,1621,1541,1482,59,7.98,0.25,881.98,28.62,Surface Defect,95.06,3.83,Completed,Medium,High,96.056,2025,12,December,2025-12
P000138,2025-03-10,Evening,NP001,Plastic Bucket,Household Utility,M003,E025,434,430,409,21,6.55,1.12,519.05,8.39,Crack,99.08,4.88,Completed,Medium,High,52.232,2025,3,March,2025-03
P000139,2022-10-22,Morning,NP001,Plastic Bucket,Household Utility,M004,E028,166,154,149,5,7.88,0.53,186.61,23.37,Colour Defect,92.77,3.25,Completed,Medium,High,52.232,2022,10,October,2022-10
P000140,2024-05-04,Morning,NP001,Plastic Bucket,Household Utility,M006,E015,1271,1218,1212,6,6.84,0.06,1506.99,20.41,None,95.83,0.49,Completed,High,High,52.232,2024,5,May,2024-05
P000141,2023-06-08,Morning,NP004,Storage Box,Storage,M001,E022,1536,1507,1463,44,7.54,0.19,2345.25,34.49,Colour Defect,98.11,2.92,Completed,High,Low,22.264,2023,6,June,2023-06
P000142,2024-04-11,Morning,NP002,Plastic Mug,Household Utility,M003,E011,842,740,715,25,7.65,0.63,176.33,10.11,Dimensional Defect,87.89,3.38,Completed,Low,Medium,47.322,2024,4,April,2024-04
P000143,2025-05-26,Evening,NP004,Storage Box,Storage,M005,E010,1718,1669,1618,51,7.72,0.85,2728.65,22.54,Colour Defect,97.15,3.06,Completed,Medium,Low,22.264,2025,5,May,2025-05
P000144,2022-04-10,Evening,NP005,Plastic Dustbin,Household Utility,M004,E026,627,577,566,11,7.85,1.21,1005.03,37.78,Crack,92.03,1.91,Completed,Medium,Low,33.044,2022,4,April,2022-04
P000145,2022-07-16,Morning,NP002,Plastic Mug,Household Utility,M006,E009,1675,1655,1631,24,6.25,0.62,408.55,28.92,Surface Defect,98.81,1.45,Completed,High,Medium,47.322,2022,7,July,2022-07
P000146,2025-10-12,Morning,NP005,Plastic Dustbin,Household Utility,M003,E022,853,831,765,66,5.74,1.04,1587.37,27.71,Surface Defect,97.42,7.94,Completed,Low,Low,33.044,2025,10,October,2025-10
P000147,2025-05-28,Morning,NP006,Kitchen Container,Kitchen Product,M006,E010,150,140,138,2,6.67,1.4,75.9,16.83,Colour Defect,93.33,1.43,Completed,Medium,High,96.056,2025,5,May,2025-05
P000148,2021-10-04,Morning,NP005,Plastic Dustbin,Household Utility,M006,E020,375,361,333,28,6.31,0.19,694.66,39.09,Surface Defect,96.27,7.76,Completed,Low,Low,33.044,2021,10,October,2021-10
P000149,2026-04-24,Morning,NP003,Plastic Chair,Furniture,M006,E012,265,243,223,20,6.97,0.81,682.64,14.51,None,91.7,8.23,Review,Low,Medium,46.592,2026,4,April,2026-04
P000150,2024-02-08,Evening,NP001,Plastic Bucket,Household Utility,M004,E002,406,358,328,30,5.81,1.1,439.47,26.16,Deformed Product,88.18,8.38,Review,Low,High,52.232,2024,2,February,2024-02
P000151,2021-04-01,Night,NP001,Plastic Bucket,Household Utility,M002,E013,1231,1087,990,97,7.72,0.4,1250.05,16.33,Colour Defect,88.3,8.92,Review,Low,High,52.232,2021,4,April,2021-04
P000152,2024-10-10,Morning,NP006,Kitchen Container,Kitchen Product,M006,E030,1051,1083,1041,42,5.89,0.3,644.05,1.79,Dimensional Defect,103.04,3.88,Completed,Medium,High,96.056,2024,10,October,2024-10
P000153,2024-03-03,Morning,NP006,Kitchen Container,Kitchen Product,M005,E018,460,422,418,4,7.57,1.24,238.53,2.25,Shape Defect,91.74,0.95,Completed,Medium,High,96.056,2024,3,March,2024-03
P000154,2025-01-26,Morning,NP003,Plastic Chair,Furniture,M004,E015,227,203,186,17,7.85,0.8,599.01,38.24,Surface Defect,89.43,8.37,Review,Low,Medium,46.592,2025,1,January,2025-01
P000155,2023-01-23,Evening,NP002,Plastic Mug,Household Utility,M004,E015,1201,1130,1093,37,5.68,0.7,289.18,30.31,None,94.09,3.27,Completed,Medium,Medium,47.322,2023,1,January,2023-01
P000156,2022-03-19,Night,NP001,Plastic Bucket,Household Utility,M002,E010,277,262,259,3,6.73,1.3,315.64,1.19,Dimensional Defect,94.58,1.15,Completed,Medium,High,52.232,2022,3,March,2022-03
P000157,2021-11-16,Morning,NP002,Plastic Mug,Household Utility,M004,E010,1028,982,927,55,5.77,0.7,239.78,6.98,Shape Defect,95.53,5.6,Completed,Medium,Medium,47.322,2021,11,November,2021-11
P000158,2026-03-05,Morning,NP001,Plastic Bucket,Household Utility,M001,E029,1274,1197,1152,45,6.49,0.15,1369.73,31.01,None,93.96,3.76,Completed,Medium,High,52.232,2026,3,March,2026-03
P000159,2024-11-23,Evening,NP003,Plastic Chair,Furniture,M003,E030,545,512,493,19,7.93,0.69,1397.8,17.54,Shape Defect,93.94,3.71,Completed,Medium,Medium,46.592,2024,11,November,2024-11
P000160,2025-04-25,Morning,NP001,Plastic Bucket,Household Utility,M006,E007,530,505,462,43,6.05,1.3,575.82,38.21,Surface Defect,95.28,8.51,Review,Low,High,52.232,2025,4,April,2025-04
P000161,2023-08-15,Night,NP006,Kitchen Container,Kitchen Product,M002,E005,1359,1208,1191,17,7.27,0.63,677.49,37.34,Deformed Product,88.89,1.41,Completed,Low,High,96.056,2023,8,August,2023-08
P000162,2026-03-11,Morning,NP005,Plastic Dustbin,Household Utility,M003,E009,530,401,391,10,5.58,0.29,783.99,35.94,Crack,75.66,2.49,Completed,Low,Low,33.044,2026,3,March,2026-03
P000163,2026-01-24,Evening,NP004,Storage Box,Storage,M003,E023,565,547,528,19,6.41,0.32,835.37,35.19,Colour Defect,96.81,3.47,Completed,Medium,Low,22.264,2026,1,January,2026-01
P000164,2022-11-07,Evening,NP004,Storage Box,Storage,M003,E012,1133,1085,962,123,5.99,0.91,1839.04,12.06,Shape Defect,95.76,11.34,Review,Low,Low,22.264,2022,11,November,2022-11
P000165,2021-07-15,Morning,NP004,Storage Box,Storage,M004,E028,729,655,611,44,7.38,0.43,1017.8,36.41,None,89.85,6.72,Completed,Low,Low,22.264,2021,7,July,2021-07
P000166,2024-02-03,Morning,NP003,Plastic Chair,Furniture,M001,E005,1079,1036,984,52,7.27,1.04,2927.83,25.74,Surface Defect,96.01,5.02,Completed,Medium,Medium,46.592,2024,2,February,2024-02
P000167,2024-11-23,Morning,NP001,Plastic Bucket,Household Utility,M005,E009,1759,1469,1352,117,6.69,0.56,1794.21,24.54,Surface Defect,83.51,7.96,Completed,Low,High,52.232,2024,11,November,2024-11
P000168,2022-04-17,Evening,NP003,Plastic Chair,Furniture,M003,E010,431,407,390,17,7.37,0.58,1123.25,21.66,None,94.43,4.18,Completed,Medium,Medium,46.592,2022,4,April,2022-04
P000169,2021-08-30,Morning,NP002,Plastic Mug,Household Utility,M004,E019,1172,1106,1053,53,5.73,0.72,295.34,29.48,None,94.37,4.79,Completed,Medium,Medium,47.322,2021,8,August,2021-08
P000170,2026-04-02,Morning,NP003,Plastic Chair,Furniture,M003,E029,532,505,486,19,6.43,0.33,1409.61,9.06,None,94.92,3.76,Completed,Medium,Medium,46.592,2026,4,April,2026-04
P000171,2021-02-12,Evening,NP005,Plastic Dustbin,Household Utility,M002,E028,272,274,266,8,7.07,1.17,528.1,8.27,Surface Defect,100.74,2.92,Completed,High,Low,33.044,2021,2,February,2021-02
P000172,2022-03-19,Evening,NP004,Storage Box,Storage,M001,E017,607,564,496,68,5.6,0.66,880.67,2.49,Surface Defect,92.92,12.06,Review,Low,Low,22.264,2022,3,March,2022-03
P000173,2021-11-10,Evening,NP006,Kitchen Container,Kitchen Product,M006,E007,1749,1801,1661,140,7.51,0.54,965.12,32.0,Colour Defect,102.97,7.77,Completed,Low,High,96.056,2021,11,November,2021-11
P000174,2025-06-10,Evening,NP001,Plastic Bucket,Household Utility,M004,E015,1532,1413,1368,45,7.48,0.69,1621.32,3.93,None,92.23,3.18,Completed,Medium,High,52.232,2025,6,June,2025-06
P000175,2021-11-20,Morning,NP001,Plastic Bucket,Household Utility,M004,E001,540,500,485,15,7.53,0.9,604.88,12.14,Colour Defect,92.59,3.0,Completed,Medium,High,52.232,2021,11,November,2021-11
P000176,2023-09-03,Night,NP005,Plastic Dustbin,Household Utility,M001,E029,1132,1016,992,24,5.56,0.32,1854.08,21.8,Crack,89.75,2.36,Completed,Low,Low,33.044,2023,9,September,2023-09
P000177,2023-12-26,Evening,NP001,Plastic Bucket,Household Utility,M003,E024,1245,1138,1120,18,5.93,1.51,1343.98,9.32,Colour Defect,91.41,1.58,Completed,Medium,High,52.232,2023,12,December,2023-12
P000178,2021-01-10,Morning,NP004,Storage Box,Storage,M003,E017,1240,1080,1009,71,7.97,0.64,1770.81,1.07,None,87.1,6.57,Completed,Low,Low,22.264,2021,1,January,2021-01
P000179,2024-05-19,Night,NP006,Kitchen Container,Kitchen Product,M006,E030,771,711,645,66,7.5,1.42,379.67,37.28,None,92.22,9.28,Review,Low,High,96.056,2024,5,May,2024-05
P000180,2021-03-06,Evening,NP001,Plastic Bucket,Household Utility,M004,E029,1214,1099,1094,5,6.88,1.49,1298.01,7.6,Surface Defect,90.53,0.45,Completed,Medium,High,52.232,2021,3,March,2021-03
P000181,2024-07-24,Morning,NP002,Plastic Mug,Household Utility,M004,E015,1065,1015,984,31,7.63,1.02,255.75,34.2,Shape Defect,95.31,3.05,Completed,Medium,Medium,47.322,2024,7,July,2024-07
P000182,2023-03-08,Morning,NP001,Plastic Bucket,Household Utility,M006,E030,317,286,284,2,5.61,1.05,352.62,13.63,None,90.22,0.7,Completed,Medium,High,52.232,2023,3,March,2023-03
P000183,2021-11-24,Night,NP003,Plastic Chair,Furniture,M005,E011,682,632,594,38,7.58,0.17,1714.0,8.46,None,92.67,6.01,Completed,Medium,Medium,46.592,2021,11,November,2021-11
P000184,2023-02-03,Evening,NP005,Plastic Dustbin,Household Utility,M002,E019,708,701,681,20,5.71,0.25,1278.67,2.77,None,99.01,2.85,Completed,High,Low,33.044,2023,2,February,2023-02
P000185,2022-11-26,Night,NP006,Kitchen Container,Kitchen Product,M005,E016,288,262,252,10,6.27,0.9,152.28,33.76,None,90.97,3.82,Completed,Medium,High,96.056,2022,11,November,2022-11
P000186,2025-04-29,Night,NP004,Storage Box,Storage,M006,E011,1178,1104,1068,36,7.97,0.79,1711.01,2.17,Shape Defect,93.72,3.26,Completed,Medium,Low,22.264,2025,4,April,2025-04
P000187,2023-05-22,Morning,NP005,Plastic Dustbin,Household Utility,M004,E009,1744,1717,1529,188,6.46,0.06,3127.87,24.63,Surface Defect,98.45,10.95,Review,Low,Low,33.044,2023,5,May,2023-05
P000188,2022-02-25,Morning,NP001,Plastic Bucket,Household Utility,M004,E009,550,537,518,19,7.19,1.28,651.0,12.03,None,97.64,3.54,Completed,Medium,High,52.232,2022,2,February,2022-02
P000189,2022-09-27,Evening,NP002,Plastic Mug,Household Utility,M006,E001,1106,879,829,50,6.38,1.46,217.18,23.33,Dimensional Defect,79.48,5.69,Completed,Low,Medium,47.322,2022,9,September,2022-09
P000190,2024-02-18,Night,NP003,Plastic Chair,Furniture,M001,E016,465,425,403,22,6.22,1.14,1191.05,11.78,None,91.4,5.18,Completed,Medium,Medium,46.592,2024,2,February,2024-02
P000191,2026-05-29,Evening,NP004,Storage Box,Storage,M006,E028,819,789,713,76,6.25,0.02,1301.97,34.85,Shape Defect,96.34,9.63,Review,Low,Low,22.264,2026,5,May,2026-05
P000192,2023-10-12,Evening,NP004,Storage Box,Storage,M001,E022,293,258,227,31,6.49,1.52,407.64,22.42,Crack,88.05,12.02,Review,Low,Low,22.264,2023,10,October,2023-10
P000193,2024-06-27,Night,NP005,Plastic Dustbin,Household Utility,M003,E017,867,867,779,88,6.2,0.13,1664.99,16.54,None,100.0,10.15,Review,Low,Low,33.044,2024,6,June,2024-06
P000194,2024-03-29,Morning,NP002,Plastic Mug,Household Utility,M005,E022,1030,986,918,68,5.97,1.6,239.8,18.47,Crack,95.73,6.9,Completed,Medium,Medium,47.322,2024,3,March,2024-03
P000195,2024-04-29,Morning,NP004,Storage Box,Storage,M004,E021,1753,1647,1511,136,7.89,0.75,2727.81,17.22,Colour Defect,93.95,8.26,Review,Low,Low,22.264,2024,4,April,2024-04
P000196,2024-01-22,Evening,NP004,Storage Box,Storage,M001,E015,186,178,169,9,6.08,0.63,280.39,38.03,None,95.7,5.06,Completed,Medium,Low,22.264,2024,1,January,2024-01
P000197,2024-05-21,Morning,NP006,Kitchen Container,Kitchen Product,M006,E017,568,570,555,15,6.66,0.04,325.54,35.02,Shape Defect,100.35,2.63,Completed,High,High,96.056,2024,5,May,2024-05
P000198,2022-11-14,Morning,NP002,Plastic Mug,Household Utility,M006,E005,1343,1267,1230,37,6.21,0.08,317.36,22.36,Crack,94.34,2.92,Completed,Medium,Medium,47.322,2022,11,November,2022-11
P000199,2021-03-08,Morning,NP002,Plastic Mug,Household Utility,M006,E017,514,467,447,20,5.99,0.29,118.76,28.76,None,90.86,4.28,Completed,Medium,Medium,47.322,2021,3,March,2021-03
P000200,2021-06-23,Morning,NP004,Storage Box,Storage,M001,E006,1427,1339,1296,43,7.65,1.55,2188.28,4.28,Colour Defect,93.83,3.21,Completed,Medium,Low,22.264,2021,6,June,2021-06
P000201,2022-03-02,Morning,NP005,Plastic Dustbin,Household Utility,M004,E003,352,358,326,32,6.47,0.9,694.18,7.85,Shape Defect,101.7,8.94,Review,Low,Low,33.044,2022,3,March,2022-03
P000202,2022-08-09,Morning,NP005,Plastic Dustbin,Household Utility,M001,E012,561,497,484,13,7.14,0.51,909.88,18.62,Shape Defect,88.59,2.62,Completed,Low,Low,33.044,2022,8,August,2022-08
P000203,2023-01-03,Evening,NP002,Plastic Mug,Household Utility,M005,E023,1461,1308,1241,67,7.75,0.68,358.61,1.22,Shape Defect,89.53,5.12,Completed,Low,Medium,47.322,2023,1,January,2023-01
P000204,2024-12-09,Evening,NP002,Plastic Mug,Household Utility,M003,E016,1699,1619,1526,93,6.3,0.7,420.66,2.56,Crack,95.29,5.74,Completed,Medium,Medium,47.322,2024,12,December,2024-12
P000205,2024-04-27,Morning,NP005,Plastic Dustbin,Household Utility,M004,E028,346,325,313,12,6.2,1.36,625.02,31.65,None,93.93,3.69,Completed,Medium,Low,33.044,2024,4,April,2024-04
P000206,2021-01-15,Morning,NP001,Plastic Bucket,Household Utility,M006,E021,846,779,760,19,6.05,0.92,971.23,27.07,Surface Defect,92.08,2.44,Completed,Medium,High,52.232,2021,1,January,2021-01
P000207,2021-06-21,Evening,NP006,Kitchen Container,Kitchen Product,M006,E013,1062,1041,953,88,5.77,0.59,570.29,6.44,Colour Defect,98.02,8.45,Review,Low,High,96.056,2021,6,June,2021-06
P000208,2025-06-03,Evening,NP002,Plastic Mug,Household Utility,M003,E019,183,174,161,13,7.73,0.51,44.18,6.23,None,95.08,7.47,Completed,Low,Medium,47.322,2025,6,June,2025-06
P000209,2021-07-18,Evening,NP002,Plastic Mug,Household Utility,M003,E009,174,157,139,18,5.89,0.51,38.43,7.02,Shape Defect,90.23,11.46,Review,Low,Medium,47.322,2021,7,July,2021-07
P000210,2022-07-03,Evening,NP001,Plastic Bucket,Household Utility,M003,E003,387,359,337,22,6.58,1.26,424.35,5.78,Colour Defect,92.76,6.13,Completed,Medium,High,52.232,2022,7,July,2022-07
P000211,2023-03-30,Morning,NP002,Plastic Mug,Household Utility,M001,E002,1484,1232,1197,35,6.49,1.5,313.79,12.65,Crack,83.02,2.84,Completed,Low,Medium,47.322,2023,3,March,2023-03
P000212,2022-06-25,Evening,NP004,Storage Box,Storage,M002,E012,1486,1521,1513,8,7.94,0.35,2471.87,11.22,None,102.36,0.53,Completed,High,Low,22.264,2022,6,June,2022-06
P000213,2022-05-12,Morning,NP005,Plastic Dustbin,Household Utility,M003,E004,1139,1173,1135,38,5.56,0.79,2311.52,36.54,Colour Defect,102.99,3.24,Completed,Medium,Low,33.044,2022,5,May,2022-05
P000214,2026-05-20,Evening,NP006,Kitchen Container,Kitchen Product,M005,E030,433,399,356,43,6.15,1.4,211.96,37.94,Colour Defect,92.15,10.78,Review,Low,High,96.056,2026,5,May,2026-05
P000215,2022-07-19,Evening,NP006,Kitchen Container,Kitchen Product,M005,E008,1067,1026,975,51,6.54,1.44,553.06,31.97,Colour Defect,96.16,4.97,Completed,Medium,High,96.056,2022,7,July,2022-07
P000216,2021-07-14,Night,NP003,Plastic Chair,Furniture,M003,E003,1018,890,862,28,5.95,0.16,2425.83,26.49,Colour Defect,87.43,3.15,Completed,Low,Medium,46.592,2021,7,July,2021-07
P000217,2025-11-21,Morning,NP002,Plastic Mug,Household Utility,M002,E025,808,742,719,23,6.44,0.11,194.77,36.19,None,91.83,3.1,Completed,Medium,Medium,47.322,2025,11,November,2025-11
P000218,2023-03-04,Evening,NP003,Plastic Chair,Furniture,M003,E024,1721,1638,1585,53,7.47,1.28,4752.65,36.52,None,95.18,3.24,Completed,Medium,Medium,46.592,2023,3,March,2023-03
P000219,2024-08-23,Evening,NP006,Kitchen Container,Kitchen Product,M004,E006,847,763,733,30,5.6,1.17,429.09,16.31,Surface Defect,90.08,3.93,Completed,Medium,High,96.056,2024,8,August,2024-08
P000220,2025-11-25,Evening,NP005,Plastic Dustbin,Household Utility,M004,E006,948,849,822,27,6.87,1.32,1672.45,2.23,Shape Defect,89.56,3.18,Completed,Low,Low,33.044,2025,11,November,2025-11
P000221,2024-03-20,Morning,NP005,Plastic Dustbin,Household Utility,M002,E003,381,346,325,21,7.69,1.23,673.58,10.21,Surface Defect,90.81,6.07,Completed,Medium,Low,33.044,2024,3,March,2024-03
P000222,2023-06-06,Morning,NP006,Kitchen Container,Kitchen Product,M002,E008,1588,1626,1588,38,6.87,0.08,900.09,11.84,Crack,102.39,2.34,Completed,High,High,96.056,2023,6,June,2023-06
P000223,2023-05-02,Evening,NP004,Storage Box,Storage,M001,E018,191,188,174,14,7.22,0.08,327.13,28.09,None,98.43,7.45,Completed,Low,Low,22.264,2023,5,May,2023-05
P000224,2025-03-08,Evening,NP002,Plastic Mug,Household Utility,M003,E001,1105,986,900,86,7.56,1.17,243.51,34.45,Shape Defect,89.23,8.72,Review,Low,Medium,47.322,2025,3,March,2025-03
P000225,2024-03-28,Morning,NP005,Plastic Dustbin,Household Utility,M006,E020,982,842,810,32,7.27,0.8,1534.32,5.46,None,85.74,3.8,Completed,Low,Low,33.044,2024,3,March,2024-03
P000226,2021-08-20,Night,NP002,Plastic Mug,Household Utility,M001,E010,984,900,838,62,7.82,1.28,233.44,39.69,None,91.46,6.89,Completed,Medium,Medium,47.322,2021,8,August,2021-08
P000227,2025-04-28,Morning,NP005,Plastic Dustbin,Household Utility,M006,E011,351,327,318,9,6.52,0.9,632.22,10.05,Dimensional Defect,93.16,2.75,Completed,Medium,Low,33.044,2025,4,April,2025-04
P000228,2021-02-21,Night,NP005,Plastic Dustbin,Household Utility,M002,E028,986,854,781,73,6.84,1.37,1678.41,27.25,Surface Defect,86.61,8.55,Review,Low,Low,33.044,2021,2,February,2021-02
P000229,2022-04-08,Morning,NP002,Plastic Mug,Household Utility,M003,E001,385,397,354,43,7.31,0.13,105.72,7.13,Surface Defect,103.12,10.83,Review,Low,Medium,47.322,2022,4,April,2022-04
P000230,2026-08-27,Morning,NP002,Plastic Mug,Household Utility,M002,E007,1002,1025,1009,16,6.0,1.45,265.91,30.84,Shape Defect,102.3,1.56,Completed,High,Medium,47.322,2026,8,August,2026-08
P000231,2026-02-16,Evening,NP002,Plastic Mug,Household Utility,M005,E012,469,447,430,17,6.48,1.06,101.72,7.0,None,95.31,3.8,Completed,Medium,Medium,47.322,2026,2,February,2026-02
P000232,2021-08-23,Morning,NP003,Plastic Chair,Furniture,M004,E027,1416,1318,1302,16,6.4,0.19,3433.47,7.81,None,93.08,1.21,Completed,Medium,Medium,46.592,2021,8,August,2021-08
P000233,2025-03-13,Night,NP004,Storage Box,Storage,M002,E006,1711,1620,1574,46,6.85,1.45,2536.46,18.17,Shape Defect,94.68,2.84,Completed,Medium,Low,22.264,2025,3,March,2025-03
P000234,2025-07-11,Night,NP001,Plastic Bucket,Household Utility,M003,E012,1340,1182,1175,7,6.54,1.42,1455.81,9.07,None,88.21,0.59,Completed,Low,High,52.232,2025,7,July,2025-07
P000235,2025-03-18,Night,NP003,Plastic Chair,Furniture,M006,E008,1124,1145,1133,12,6.59,1.41,3392.66,11.05,Surface Defect,101.87,1.05,Completed,High,Medium,46.592,2025,3,March,2025-03
P000236,2024-10-02,Morning,NP006,Kitchen Container,Kitchen Product,M002,E006,1179,1027,993,34,5.77,1.14,576.5,19.54,Colour Defect,87.11,3.31,Completed,Low,High,96.056,2024,10,October,2024-10
P000237,2025-09-29,Night,NP006,Kitchen Container,Kitchen Product,M004,E003,238,228,210,18,7.71,0.82,125.27,33.8,Crack,95.8,7.89,Completed,Low,High,96.056,2025,9,September,2025-09
P000238,2024-01-10,Morning,NP004,Storage Box,Storage,M006,E006,1789,1552,1421,131,5.6,0.48,2612.53,26.42,Shape Defect,86.75,8.44,Review,Low,Low,22.264,2024,1,January,2024-01
P000239,2026-01-15,Morning,NP003,Plastic Chair,Furniture,M006,E008,337,323,308,15,7.48,1.12,898.81,19.61,Shape Defect,95.85,4.64,Completed,Medium,Medium,46.592,2026,1,January,2026-01
P000240,2021-09-25,Night,NP006,Kitchen Container,Kitchen Product,M006,E011,1499,1445,1430,15,6.57,0.61,758.18,7.38,Colour Defect,96.4,1.04,Completed,High,High,96.056,2021,9,September,2021-09
P000241,2023-03-12,Night,NP002,Plastic Mug,Household Utility,M001,E012,1724,1397,1305,92,7.77,0.12,346.53,18.94,Surface Defect,81.03,6.59,Completed,Low,Medium,47.322,2023,3,March,2023-03
P000242,2021-10-16,Morning,NP003,Plastic Chair,Furniture,M002,E006,1583,1533,1490,43,6.68,0.81,4268.6,2.44,Surface Defect,96.84,2.8,Completed,High,Medium,46.592,2021,10,October,2021-10
P000243,2022-01-21,Morning,NP005,Plastic Dustbin,Household Utility,M004,E008,255,227,221,6,7.38,0.97,452.64,3.98,None,89.02,2.64,Completed,Low,Low,33.044,2022,1,January,2022-01
P000244,2023-01-12,Morning,NP002,Plastic Mug,Household Utility,M006,E003,716,626,619,7,6.79,1.17,153.59,17.03,Surface Defect,87.43,1.12,Completed,Low,Medium,47.322,2023,1,January,2023-01
