Production_ID,Production_Date,Shift,Product_ID,Product_Name,Product_Category,Machine_ID,Operator_ID,Planned_Qty,Produced_Qty,Good_Qty,Rejected_Qty,Production_Hours,Downtime_Hours,Raw_Material_Used_Kg,Wastage_Kg,Defect_Type,Production_Efficiency_%,Defect_Rate_%,Production_Status,Batch_Quality,Product_Quality_Level,Product_Quality_Score
P000148,04-10-2021,Morning,NP005,Plastic Dustbin,Household Utility,M006,E020,375,361,333,28,6.31,0.19,694.66,39.09,Surface Defect,96.27,7.76,Completed,Low,Low,33.044
P000149,24-04-2026,Morning,NP003,Plastic Chair,Furniture,M006,E012,265,243,223,20,6.97,0.81,682.64,14.51,None,91.7,8.23,Review,Low,Medium,46.592
P000150,08-02-2024,Evening,NP001,Plastic Bucket,Household Utility,M004,E002,406,358,328,30,5.81,1.1,439.47,26.16,Deformed Product,88.18,8.38,Review,Low,High,52.232
P000151,01-04-2021,Night,NP001,Plastic Bucket,Household Utility,M002,E013,1231,1087,990,97,7.72,0.4,1250.05,16.33,Colour Defect,88.3,8.92,Review,Low,High,52.232
P000152,10-10-2024,Morning,NP006,Kitchen Container,Kitchen Product,M006,E030,1051,1083,1041,42,5.89,0.3,644.05,1.79,Dimensional Defect,103.04,3.88,Completed,Medium,High,96.056
P000153,03-03-2024,Morning,NP006,Kitchen Container,Kitchen Product,M005,E018,460,422,418,4,7.57,1.24,238.53,2.25,Shape Defect,91.74,0.95,Completed,Medium,High,96.056
P000154,26-01-2025,Morning,NP003,Plastic Chair,Furniture,M004,E015,227,203,186,17,7.85,0.8,599.01,38.24,Surface Defect,89.43,8.37,Review,Low,Medium,46.592
P000155,23-01-2023,Evening,NP002,Plastic Mug,Household Utility,M004,E015,1201,1130,1093,37,5.68,0.7,289.18,30.31,None,94.09,3.27,Completed,Medium,Medium,47.322
P000156,19-03-2022,Night,NP001,Plastic Bucket,Household Utility,M002,E010,277,262,259,3,6.73,1.3,315.64,1.19,Dimensional Defect,94.58,1.15,Completed,Medium,High,52.232
P000157,16-11-2021,Morning,NP002,Plastic Mug,Household Utility,M004,E010,1028,982,927,55,5.77,0.7,239.78,6.98,Shape Defect,95.53,5.6,Completed,Medium,Medium,47.322
P000158,05-03-2026,Morning,NP001,Plastic Bucket,Household Utility,M001,E029,1274,1197,1152,45,6.49,0.15,1369.73,31.01,None,93.96,3.76,Completed,Medium,High,52.232
P000159,23-11-2024,Evening,NP003,Plastic Chair,Furniture,M003,E030,545,512,493,19,7.93,0.69,1397.8,17.54,Shape Defect,93.94,3.71,Completed,Medium,Medium,46.592
P000160,25-04-2025,Morning,NP001,Plastic Bucket,Household Utility,M006,E007,530,505,462,43,6.05,1.3,575.82,38.21,Surface Defect,95.28,8.51,Review,Low,High,52.232
P000161,15-08-2023,Night,NP006,Kitchen Container,Kitchen Product,M002,E005,1359,1208,1191,17,7.27,0.63,677.49,37.34,Deformed Product,88.89,1.41,Completed,Low,High,96.056
P000162,11-03-2026,Morning,NP005,Plastic Dustbin,Household Utility,M003,E009,530,401,391,10,5.58,0.29,783.99,35.94,Crack,75.66,2.49,Completed,Low,Low,33.044
P000163,24-01-2026,Evening,NP004,Storage Box,Storage,M003,E023,565,547,528,19,6.41,0.32,835.37,35.19,Colour Defect,96.81,3.47,Completed,Medium,Low,22.264
P000164,07-11-2022,Evening,NP004,Storage Box,Storage,M003,E012,1133,1085,962,123,5.99,0.91,1839.04,12.06,Shape Defect,95.76,11.34,Review,Low,Low,22.264
P000165,15-07-2021,Morning,NP004,Storage Box,Storage,M004,E028,729,655,611,44,7.38,0.43,1017.8,36.41,None,89.85,6.72,Completed,Low,Low,22.264
P000166,03-02-2024,Morning,NP003,Plastic Chair,Furniture,M001,E005,1079,1036,984,52,7.27,1.04,2927.83,25.74,Surface Defect,96.01,5.02,Completed,Medium,Medium,46.592
P000167,23-11-2024,Morning,NP001,Plastic Bucket,Household Utility,M005,E009,1759,1469,1352,117,6.69,0.56,1794.21,24.54,Surface Defect,83.51,7.96,Completed,Low,High,52.232
P000168,17-04-2022,Evening,NP003,Plastic Chair,Furniture,M003,E010,431,407,390,17,7.37,0.58,1123.25,21.66,None,94.43,4.18,Completed,Medium,Medium,46.592
P000169,30-08-2021,Morning,NP002,Plastic Mug,Household Utility,M004,E019,1172,1106,1053,53,5.73,0.72,295.34,29.48,None,94.37,4.79,Completed,Medium,Medium,47.322
P000170,02-04-2026,Morning,NP003,Plastic Chair,Furniture,M003,E029,532,505,486,19,6.43,0.33,1409.61,9.06,None,94.92,3.76,Completed,Medium,Medium,46.592
P000171,12-02-2021,Evening,NP005,Plastic Dustbin,Household Utility,M002,E028,272,274,266,8,7.07,1.17,528.1,8.27,Surface Defect,100.74,2.92,Completed,High,Low,33.044
P000172,19-03-2022,Evening,NP004,Storage Box,Storage,M001,E017,607,564,496,68,5.6,0.66,880.67,2.49,Surface Defect,92.92,12.06,Review,Low,Low,22.264
P000173,10-11-2021,Evening,NP006,Kitchen Container,Kitchen Product,M006,E007,1749,1801,1661,140,7.51,0.54,965.12,32,Colour Defect,102.97,7.77,Completed,Low,High,96.056
P000174,10-06-2025,Evening,NP001,Plastic Bucket,Household Utility,M004,E015,1532,1413,1368,45,7.48,0.69,1621.32,3.93,None,92.23,3.18,Completed,Medium,High,52.232
P000175,20-11-2021,Morning,NP001,Plastic Bucket,Household Utility,M004,E001,540,500,485,15,7.53,0.9,604.88,12.14,Colour Defect,92.59,3,Completed,Medium,High,52.232
P000176,03-09-2023,Night,NP005,Plastic Dustbin,Household Utility,M001,E029,1132,1016,992,24,5.56,0.32,1854.08,21.8,Crack,89.75,2.36,Completed,Low,Low,33.044
P000177,26-12-2023,Evening,NP001,Plastic Bucket,Household Utility,M003,E024,1245,1138,1120,18,5.93,1.51,1343.98,9.32,Colour Defect,91.41,1.58,Completed,Medium,High,52.232
P000178,10-01-2021,Morning,NP004,Storage Box,Storage,M003,E017,1240,1080,1009,71,7.97,0.64,1770.81,1.07,None,87.1,6.57,Completed,Low,Low,22.264
P000179,19-05-2024,Night,NP006,Kitchen Container,Kitchen Product,M006,E030,771,711,645,66,7.5,1.42,379.67,37.28,None,92.22,9.28,Review,Low,High,96.056
P000180,06-03-2021,Evening,NP001,Plastic Bucket,Household Utility,M004,E029,1214,1099,1094,5,6.88,1.49,1298.01,7.6,Surface Defect,90.53,0.45,Completed,Medium,High,52.232
P000181,24-07-2024,Morning,NP002,Plastic Mug,Household Utility,M004,E015,1065,1015,984,31,7.63,1.02,255.75,34.2,Shape Defect,95.31,3.05,Completed,Medium,Medium,47.322
P000182,08-03-2023,Morning,NP001,Plastic Bucket,Household Utility,M006,E030,317,286,284,2,5.61,1.05,352.62,13.63,None,90.22,0.7,Completed,Medium,High,52.232
P000183,24-11-2021,Night,NP003,Plastic Chair,Furniture,M005,E011,682,632,594,38,7.58,0.17,1714,8.46,None,92.67,6.01,Completed,Medium,Medium,46.592
P000184,03-02-2023,Evening,NP005,Plastic Dustbin,Household Utility,M002,E019,708,701,681,20,5.71,0.25,1278.67,2.77,None,99.01,2.85,Completed,High,Low,33.044
P000185,26-11-2022,Night,NP006,Kitchen Container,Kitchen Product,M005,E016,288,262,252,10,6.27,0.9,152.28,33.76,None,90.97,3.82,Completed,Medium,High,96.056
P000186,29-04-2025,Night,NP004,Storage Box,Storage,M006,E011,1178,1104,1068,36,7.97,0.79,1711.01,2.17,Shape Defect,93.72,3.26,Completed,Medium,Low,22.264
P000187,22-05-2023,Morning,NP005,Plastic Dustbin,Household Utility,M004,E009,1744,1717,1529,188,6.46,0.06,3127.87,24.63,Surface Defect,98.45,10.95,Review,Low,Low,33.044
P000188,25-02-2022,Morning,NP001,Plastic Bucket,Household Utility,M004,E009,550,537,518,19,7.19,1.28,651,12.03,None,97.64,3.54,Completed,Medium,High,52.232
P000189,27-09-2022,Evening,NP002,Plastic Mug,Household Utility,M006,E001,1106,879,829,50,6.38,1.46,217.18,23.33,Dimensional Defect,79.48,5.69,Completed,Low,Medium,47.322
P000190,18-02-2024,Night,NP003,Plastic Chair,Furniture,M001,E016,465,425,403,22,6.22,1.14,1191.05,11.78,None,91.4,5.18,Completed,Medium,Medium,46.592
P000191,29-05-2026,Evening,NP004,Storage Box,Storage,M006,E028,819,789,713,76,6.25,0.02,1301.97,34.85,Shape Defect,96.34,9.63,Review,Low,Low,22.264
P000192,12-10-2023,Evening,NP004,Storage Box,Storage,M001,E022,293,258,227,31,6.49,1.52,407.64,22.42,Crack,88.05,12.02,Review,Low,Low,22.264
P000193,27-06-2024,Night,NP005,Plastic Dustbin,Household Utility,M003,E017,867,867,779,88,6.2,0.13,1664.99,16.54,None,100,10.15,Review,Low,Low,33.044
P000194,29-03-2024,Morning,NP002,Plastic Mug,Household Utility,M005,E022,1030,986,918,68,5.97,1.6,239.8,18.47,Crack,95.73,6.9,Completed,Medium,Medium,47.322
P000195,29-04-2024,Morning,NP004,Storage Box,Storage,M004,E021,1753,1647,1511,136,7.89,0.75,2727.81,17.22,Colour Defect,93.95,8.26,Review,Low,Low,22.264
P000196,22-01-2024,Evening,NP004,Storage Box,Storage,M001,E015,186,178,169,9,6.08,0.63,280.39,38.03,None,95.7,5.06,Completed,Medium,Low,22.264
P000197,21-05-2024,Morning,NP006,Kitchen Container,Kitchen Product,M006,E017,568,570,555,15,6.66,0.04,325.54,35.02,Shape Defect,100.35,2.63,Completed,High,High,96.056
P000198,14-11-2022,Morning,NP002,Plastic Mug,Household Utility,M006,E005,1343,1267,1230,37,6.21,0.08,317.36,22.36,Crack,94.34,2.92,Completed,Medium,Medium,47.322
P000199,08-03-2021,Morning,NP002,Plastic Mug,Household Utility,M006,E017,514,467,447,20,5.99,0.29,118.76,28.76,None,90.86,4.28,Completed,Medium,Medium,47.322
P000200,23-06-2021,Morning,NP004,Storage Box,Storage,M001,E006,1427,1339,1296,43,7.65,1.55,2188.28,4.28,Colour Defect,93.83,3.21,Completed,Medium,Low,22.264
P000201,02-03-2022,Morning,NP005,Plastic Dustbin,Household Utility,M004,E003,352,358,326,32,6.47,0.9,694.18,7.85,Shape Defect,101.7,8.94,Review,Low,Low,33.044
P000202,09-08-2022,Morning,NP005,Plastic Dustbin,Household Utility,M001,E012,561,497,484,13,7.14,0.51,909.88,18.62,Shape Defect,88.59,2.62,Completed,Low,Low,33.044
P000203,03-01-2023,Evening,NP002,Plastic Mug,Household Utility,M005,E023,1461,1308,1241,67,7.75,0.68,358.61,1.22,Shape Defect,89.53,5.12,Completed,Low,Medium,47.322
P000204,09-12-2024,Evening,NP002,Plastic Mug,Household Utility,M003,E016,1699,1619,1526,93,6.3,0.7,420.66,2.56,Crack,95.29,5.74,Completed,Medium,Medium,47.322
P000205,27-04-2024,Morning,NP005,Plastic Dustbin,Household Utility,M004,E028,346,325,313,12,6.2,1.36,625.02,31.65,None,93.93,3.69,Completed,Medium,Low,33.044
P000206,15-01-2021,Morning,NP001,Plastic Bucket,Household Utility,M006,E021,846,779,760,19,6.05,0.92,971.23,27.07,Surface Defect,92.08,2.44,Completed,Medium,High,52.232
P000207,21-06-2021,Evening,NP006,Kitchen Container,Kitchen Product,M006,E013,1062,1041,953,88,5.77,0.59,570.29,6.44,Colour Defect,98.02,8.45,Review,Low,High,96.056
P000208,03-06-2025,Evening,NP002,Plastic Mug,Household Utility,M003,E019,183,174,161,13,7.73,0.51,44.18,6.23,None,95.08,7.47,Completed,Low,Medium,47.322
P000209,18-07-2021,Evening,NP002,Plastic Mug,Household Utility,M003,E009,174,157,139,18,5.89,0.51,38.43,7.02,Shape Defect,90.23,11.46,Review,Low,Medium,47.322
P000210,03-07-2022,Evening,NP001,Plastic Bucket,Household Utility,M003,E003,387,359,337,22,6.58,1.26,424.35,5.78,Colour Defect,92.76,6.13,Completed,Medium,High,52.232
P000211,30-03-2023,Morning,NP002,Plastic Mug,Household Utility,M001,E002,1484,1232,1197,35,6.49,1.5,313.79,12.65,Crack,83.02,2.84,Completed,Low,Medium,47.322
P000212,25-06-2022,Evening,NP004,Storage Box,Storage,M002,E012,1486,1521,1513,8,7.94,0.35,2471.87,11.22,None,102.36,0.53,Completed,High,Low,22.264
P000213,12-05-2022,Morning,NP005,Plastic Dustbin,Household Utility,M003,E004,1139,1173,1135,38,5.56,0.79,2311.52,36.54,Colour Defect,102.99,3.24,Completed,Medium,Low,33.044
P000214,20-05-2026,Evening,NP006,Kitchen Container,Kitchen Product,M005,E030,433,399,356,43,6.15,1.4,211.96,37.94,Colour Defect,92.15,10.78,Review,Low,High,96.056
P000215,19-07-2022,Evening,NP006,Kitchen Container,Kitchen Product,M005,E008,1067,1026,975,51,6.54,1.44,553.06,31.97,Colour Defect,96.16,4.97,Completed,Medium,High,96.056
P000216,14-07-2021,Night,NP003,Plastic Chair,Furniture,M003,E003,1018,890,862,28,5.95,0.16,2425.83,26.49,Colour Defect,87.43,3.15,Completed,Low,Medium,46.592
P000217,21-11-2025,Morning,NP002,Plastic Mug,Household Utility,M002,E025,808,742,719,23,6.44,0.11,194.77,36.19,None,91.83,3.1,Completed,Medium,Medium,47.322
P000218,04-03-2023,Evening,NP003,Plastic Chair,Furniture,M003,E024,1721,1638,1585,53,7.47,1.28,4752.65,36.52,None,95.18,3.24,Completed,Medium,Medium,46.592
P000219,23-08-2024,Evening,NP006,Kitchen Container,Kitchen Product,M004,E006,847,763,733,30,5.6,1.17,429.09,16.31,Surface Defect,90.08,3.93,Completed,Medium,High,96.056
P000220,25-11-2025,Evening,NP005,Plastic Dustbin,Household Utility,M004,E006,948,849,822,27,6.87,1.32,1672.45,2.23,Shape Defect,89.56,3.18,Completed,Low,Low,33.044
P000221,20-03-2024,Morning,NP005,Plastic Dustbin,Household Utility,M002,E003,381,346,325,21,7.69,1.23,673.58,10.21,Surface Defect,90.81,6.07,Completed,Medium,Low,33.044
P000222,06-06-2023,Morning,NP006,Kitchen Container,Kitchen Product,M002,E008,1588,1626,1588,38,6.87,0.08,900.09,11.84,Crack,102.39,2.34,Completed,High,High,96.056
P000223,02-05-2023,Evening,NP004,Storage Box,Storage,M001,E018,191,188,174,14,7.22,0.08,327.13,28.09,None,98.43,7.45,Completed,Low,Low,22.264
P000224,08-03-2025,Evening,NP002,Plastic Mug,Household Utility,M003,E001,1105,986,900,86,7.56,1.17,243.51,34.45,Shape Defect,89.23,8.72,Review,Low,Medium,47.322
P000225,28-03-2024,Morning,NP005,Plastic Dustbin,Household Utility,M006,E020,982,842,810,32,7.27,0.8,1534.32,5.46,None,85.74,3.8,Completed,Low,Low,33.044
P000226,20-08-2021,Night,NP002,Plastic Mug,Household Utility,M001,E010,984,900,838,62,7.82,1.28,233.44,39.69,None,91.46,6.89,Completed,Medium,Medium,47.322
P000227,28-04-2025,Morning,NP005,Plastic Dustbin,Household Utility,M006,E011,351,327,318,9,6.52,0.9,632.22,10.05,Dimensional Defect,93.16,2.75,Completed,Medium,Low,33.044
P000228,21-02-2021,Night,NP005,Plastic Dustbin,Household Utility,M002,E028,986,854,781,73,6.84,1.37,1678.41,27.25,Surface Defect,86.61,8.55,Review,Low,Low,33.044
P000229,08-04-2022,Morning,NP002,Plastic Mug,Household Utility,M003,E001,385,397,354,43,7.31,0.13,105.72,7.13,Surface Defect,103.12,10.83,Review,Low,Medium,47.322
P000230,27-08-2026,Morning,NP002,Plastic Mug,Household Utility,M002,E007,1002,1025,1009,16,6,1.45,265.91,30.84,Shape Defect,102.3,1.56,Completed,High,Medium,47.322
P000231,16-02-2026,Evening,NP002,Plastic Mug,Household Utility,M005,E012,469,447,430,17,6.48,1.06,101.72,7,None,95.31,3.8,Completed,Medium,Medium,47.322
P000232,23-08-2021,Morning,NP003,Plastic Chair,Furniture,M004,E027,1416,1318,1302,16,6.4,0.19,3433.47,7.81,None,93.08,1.21,Completed,Medium,Medium,46.592
P000233,13-03-2025,Night,NP004,Storage Box,Storage,M002,E006,1711,1620,1574,46,6.85,1.45,2536.46,18.17,Shape Defect,94.68,2.84,Completed,Medium,Low,22.264
P000234,11-07-2025,Night,NP001,Plastic Bucket,Household Utility,M003,E012,1340,1182,1175,7,6.54,1.42,1455.81,9.07,None,88.21,0.59,Completed,Low,High,52.232
P000235,18-03-2025,Night,NP003,Plastic Chair,Furniture,M006,E008,1124,1145,1133,12,6.59,1.41,3392.66,11.05,Surface Defect,101.87,1.05,Completed,High,Medium,46.592
P000236,02-10-2024,Morning,NP006,Kitchen Container,Kitchen Product,M002,E006,1179,1027,993,34,5.77,1.14,576.5,19.54,Colour Defect,87.11,3.31,Completed,Low,High,96.056
P000237,29-09-2025,Night,NP006,Kitchen Container,Kitchen Product,M004,E003,238,228,210,18,7.71,0.82,125.27,33.8,Crack,95.8,7.89,Completed,Low,High,96.056
P000238,10-01-2024,Morning,NP004,Storage Box,Storage,M006,E006,1789,1552,1421,131,5.6,0.48,2612.53,26.42,Shape Defect,86.75,8.44,Review,Low,Low,22.264
P000239,15-01-2026,Morning,NP003,Plastic Chair,Furniture,M006,E008,337,323,308,15,7.48,1.12,898.81,19.61,Shape Defect,95.85,4.64,Completed,Medium,Medium,46.592
P000240,25-09-2021,Night,NP006,Kitchen Container,Kitchen Product,M006,E011,1499,1445,1430,15,6.57,0.61,758.18,7.38,Colour Defect,96.4,1.04,Completed,High,High,96.056
P000241,12-03-2023,Night,NP002,Plastic Mug,Household Utility,M001,E012,1724,1397,1305,92,7.77,0.12,346.53,18.94,Surface Defect,81.03,6.59,Completed,Low,Medium,47.322
P000242,16-10-2021,Morning,NP003,Plastic Chair,Furniture,M002,E006,1583,1533,1490,43,6.68,0.81,4268.6,2.44,Surface Defect,96.84,2.8,Completed,High,Medium,46.592
P000243,21-01-2022,Morning,NP005,Plastic Dustbin,Household Utility,M004,E008,255,227,221,6,7.38,0.97,452.64,3.98,None,89.02,2.64,Completed,Low,Low,33.044
P000244,12-01-2023,Morning,NP002,Plastic Mug,Household Utility,M006,E003,716,626,619,7,6.79,1.17,153.59,17.03,Surface Defect,87.43,1.12,Completed,Low,Medium,47.322
P000245,23-10-2024,Evening,NP004,Storage Box,Storage,M005,E006,313,291,266,25,5.79,0.63,468.61,17.88,Surface Defect,92.97,8.59,Review,Low,Low,22.264
P000246,08-02-2025,Evening,NP002,Plastic Mug,Household Utility,M001,E012,865,813,789,24,5.65,1.39,202.05,12.74,None,93.99,2.95,Completed,Medium,Medium,47.322
P000247,30-11-2021,Morning,NP002,Plastic Mug,Household Utility,M003,E004,1545,1531,1484,47,7.61,0.19,371.9,9.68,Crack,99.09,3.07,Completed,Medium,Medium,47.322
P000248,13-05-2025,Morning,NP005,Plastic Dustbin,Household Utility,M004,E012,1191,1061,1055,6,6.72,0.87,2085,39.33,Dimensional Defect,89.08,0.57,Completed,Low,Low,33.044
P000249,04-11-2024,Morning,NP003,Plastic Chair,Furniture,M003,E019,769,742,697,45,6.99,0.45,2126.34,15.82,None,96.49,6.06,Completed,Medium,Medium,46.592
P000250,30-04-2026,Morning,NP005,Plastic Dustbin,Household Utility,M004,E002,1253,1159,1123,36,6.01,1.01,2186.78,29.16,Dimensional Defect,92.5,3.11,Completed,Medium,Low,33.044
P000251,23-07-2022,Evening,NP002,Plastic Mug,Household Utility,M004,E028,942,857,830,27,7.02,1.19,206.44,14.57,None,90.98,3.15,Completed,Medium,Medium,47.322
P000252,06-04-2023,Morning,NP006,Kitchen Container,Kitchen Product,M001,E030,1685,1498,1425,73,7.23,1.52,851.89,23.37,Crack,88.9,4.87,Completed,Low,High,96.056
P000253,11-09-2024,Evening,NP002,Plastic Mug,Household Utility,M003,E028,1665,1564,1449,115,6.25,1.12,384.69,32.03,Shape Defect,93.93,7.35,Completed,Low,Medium,47.322
P000254,11-05-2024,Morning,NP001,Plastic Bucket,Household Utility,M004,E022,274,240,222,18,5.83,0.37,294.68,38.87,Dimensional Defect,87.59,7.5,Completed,Low,High,52.232
P000255,27-05-2026,Evening,NP006,Kitchen Container,Kitchen Product,M004,E006,1154,1112,1042,70,7.31,0.01,601.63,20.43,Shape Defect,96.36,6.29,Completed,Medium,High,96.056
P000256,18-07-2025,Morning,NP004,Storage Box,Storage,M001,E028,449,402,400,2,6.75,0.71,618.81,30.95,None,89.53,0.5,Completed,Low,Low,22.264
P000257,07-08-2026,Morning,NP002,Plastic Mug,Household Utility,M006,E007,1522,1224,1082,142,7.07,0.34,309.35,16.78,Dimensional Defect,80.42,11.6,Review,Low,Medium,47.322
P000258,18-11-2023,Morning,NP004,Storage Box,Storage,M002,E017,252,223,214,9,6.44,0.63,345.89,17.47,None,88.49,4.04,Completed,Low,Low,22.264
P000259,12-10-2024,Morning,NP006,Kitchen Container,Kitchen Product,M002,E015,166,171,165,6,5.7,1.14,96.5,15.22,Dimensional Defect,103.01,3.51,Completed,Medium,High,96.056
P000260,11-06-2025,Evening,NP005,Plastic Dustbin,Household Utility,M004,E004,603,606,572,34,7.16,0.81,1155.86,32.22,None,100.5,5.61,Completed,Medium,Low,33.044
P000261,07-10-2021,Morning,NP006,Kitchen Container,Kitchen Product,M003,E014,546,562,532,30,6.81,1.05,287.33,21.58,None,102.93,5.34,Completed,Medium,High,96.056
P000262,03-03-2026,Morning,NP006,Kitchen Container,Kitchen Product,M003,E017,1030,1014,967,47,6.87,1.32,558.8,3.1,Colour Defect,98.45,4.64,Completed,Medium,High,96.056
P000263,31-05-2025,Morning,NP006,Kitchen Container,Kitchen Product,M002,E024,1500,1328,1310,18,7.84,0.33,733.11,25.21,None,88.53,1.36,Completed,Low,High,96.056
P000264,12-12-2023,Morning,NP004,Storage Box,Storage,M003,E027,434,433,413,20,7.1,1.54,690.56,12.79,Dimensional Defect,99.77,4.62,Completed,Medium,Low,22.264
P000265,06-07-2022,Morning,NP003,Plastic Chair,Furniture,M006,E010,402,371,369,2,5.87,0.35,1037.12,28.4,Colour Defect,92.29,0.54,Completed,Medium,Medium,46.592
P000266,31-12-2023,Morning,NP006,Kitchen Container,Kitchen Product,M002,E001,1374,1299,1210,89,5.89,0.88,758.02,3.67,Surface Defect,94.54,6.85,Completed,Medium,High,96.056
P000267,26-02-2025,Night,NP003,Plastic Chair,Furniture,M006,E001,1154,1189,1130,59,6.96,1.54,3201.78,5.98,Shape Defect,103.03,4.96,Completed,Medium,Medium,46.592
P000268,05-11-2021,Morning,NP003,Plastic Chair,Furniture,M003,E025,619,581,571,10,7.03,1.29,1657.86,15.86,Shape Defect,93.86,1.72,Completed,Medium,Medium,46.592
P000269,15-09-2025,Evening,NP003,Plastic Chair,Furniture,M006,E006,819,798,702,96,6.42,0.83,2287.3,2.11,None,97.44,12.03,Review,Low,Medium,46.592
P000270,16-08-2023,Night,NP006,Kitchen Container,Kitchen Product,M005,E028,1142,1039,995,44,6.44,1.5,566.82,25.07,Deformed Product,90.98,4.23,Completed,Medium,High,96.056
P000271,16-11-2022,Morning,NP002,Plastic Mug,Household Utility,M001,E006,880,864,852,12,7.62,1.1,211.93,33.56,Dimensional Defect,98.18,1.39,Completed,High,Medium,47.322
P000272,03-07-2022,Night,NP005,Plastic Dustbin,Household Utility,M004,E011,1173,1069,1046,23,5.85,0.57,1910.84,24.95,Shape Defect,91.13,2.15,Completed,Medium,Low,33.044
P000273,16-05-2025,Morning,NP002,Plastic Mug,Household Utility,M003,E028,1618,1651,1620,31,6.04,0.29,427.53,15.58,None,102.04,1.88,Completed,High,Medium,47.322
P000274,31-10-2024,Evening,NP002,Plastic Mug,Household Utility,M004,E008,623,616,543,73,6,1.01,154.99,29.88,Crack,98.88,11.85,Review,Low,Medium,47.322
P000275,03-03-2024,Night,NP006,Kitchen Container,Kitchen Product,M001,E003,1421,1396,1228,168,6,0.33,812.44,4.89,Surface Defect,98.24,12.03,Review,Low,High,96.056
P000276,22-06-2026,Evening,NP002,Plastic Mug,Household Utility,M003,E015,649,635,587,48,5.51,0.91,162.85,26.62,None,97.84,7.56,Completed,Low,Medium,47.322
P000277,14-05-2023,Evening,NP001,Plastic Bucket,Household Utility,M004,E015,1142,991,943,48,6.6,1.03,1230.27,1.22,Dimensional Defect,86.78,4.84,Completed,Low,High,52.232
P000278,04-03-2025,Evening,NP004,Storage Box,Storage,M002,E015,323,315,302,13,5.83,1.35,469.11,34.18,Dimensional Defect,97.52,4.13,Completed,Medium,Low,22.264
